id,description,games,name,character_gender,obfuscated_description
3463,"Clementine, affectionately nicknamed Clem or Sweet Pea, is one of the main characters in the game The Walking Dead, by Telltale Games. She's not playable in season one, but the story still involves heavily around her. She is kind, polite and very mature for her age, acting as a moral compass of the group. Clementine is remarkably smart and good when it comes to improvising. She can be very practical during dire situations. She's more careful than other kids as she is aware of the current events going on. However, despite her maturity, Clementine is still relatively innocent in the way children are.

During the outbreak, Clementine ends up hiding in her tree-house after her babysitter goes missing, and her parents doesn't return home from vacation. A guy called Lee (the playable character) soon finds her and decides to take her with him after having to battle the babysitter who died and became a zombie. Together they embark on a long journey to find safety and eventually becomes very fond of each other.

After losing the people closest to her, Clementine becomes hardened and more mature in her outlook, but still bravely overcomes the dangers of a post-apocalyptic world head-on and tries her best to maintain some of her previous faith in humanity, hanging on to what Lee taught her and her own values.","[3097, 1871]",Clementine,1,"<the character>, affectionately nicknamed Clem or Sweet Pea, is one of the main characters in <The game>. <she>'s not playable in season one, but the story still involves heavily around <her>. <she> is kind, polite and very mature for <her> age, acting as a moral compass of the group. <the character> is remarkably smart and good when it comes to improvising. <she> can be very practical during dire situations. <she>'s more careful than other kids as <she> is aware of the current events going on. However, despite <her> maturity, <the character> is still relatively innocent in the way children are.

During the outbreak, <the character> ends up hiding in <her> tree‑house after <her> babysitter goes missing, and <her> parents doesn't return home from vacation. <another character> soon finds <the character> and decides to take <the character> with <him> after having to battle the babysitter who died and became a zombie. Together they embark on a long journey to find safety and eventually become very fond of each other.

After losing the people closest to <her>, <the character> becomes hardened and more mature in <her> outlook, but still bravely overcomes the dangers of a post‑apocalyptic world head‑on and tries <her> best to maintain some of <her> previous faith in humanity, hanging on to what <another character> taught <her> and <her> own values."
11954,"Big-Foot/Sasquatch the names don't matter but the legend remains the same. Thought to be nothing more than superstition by Native's of the land; the Big-Foot is half man, half beast in the form of a hairy ape. 
 
The beast is rumored to have the strength of ten men and the ferocity of a grizzly bear, in Terrordrome the Sasquatch is neither friend nor foe, it simply wants to be left in peace but the chaos going on around it has caused it to awaken from it's slumber and take the fight back to the enemy.",,Sasquatch,2,"<the character> the names don't matter but the legend remains the same. Thought to be nothing more than superstition by natives of the land; <the character> is half man, half beast in the form of a hairy ape.  

The beast is rumored to have the strength of ten men and the ferocity of a grizzly bear, in <The game> <the character> is neither friend nor foe, <they> simply wants to be left in peace but the chaos going on around <them> has caused <them> to awaken from <their> slumber and take the fight back to the enemy."
3466,"If you play The Walking Dead: Season One by Telltale Games, you will meet Omid who is one of the many main characters. Omid is very friendly, kind-hearted and loving. He cares deeply for his girlfriend, Christa. Even though the world is going to hell, Omid has a positive view on life and tries to stay strong for others around him. He is often seen as the comic-relief of the group, and tries hard to lift the spirits of his companions. However he's not into heavy and troubling topics and tries to avoid it as much as possible. Additionally, Omid is assumed to be really intelligent, and is really into Civil War history. 

Before the zombie apocalypse, him and Christa shared an apartment in San Francisco. They owned a pet cat and enjoyed to travel. When the dead started to walk on the earth, they were on an ""all American road trip"". They went to Barstow, and had a Vegas Weekend together. Not much else is known about their past lives.

Christa and Omid later becomes Clementine's guardian &amp; swears to protect her.","[3097, 1871]",Omid,0,"If you play <The game> by Telltale Games, you will meet <the character> who is one of the many main characters. <the character> is very friendly, kind‑hearted and loving. <he/she/they> cares deeply for <his/her/their> girlfriend, <another character>. Even though the world is going to hell, <the character> has a positive view on life and tries to stay strong for others around <he/she/they>. <he/she/they> is often seen as the comic‑relief of the group, and tries hard to lift the spirits of <his/her/their> companions. However <he/she/they>'s not into heavy and troubling topics and tries to avoid it as much as possible. Additionally, <the character> is assumed to be really intelligent, and is really into Civil War history.

Before the zombie apocalypse, <he/she/they> and <another character> shared an apartment in <a location>. They owned a pet cat and enjoyed to travel. When the dead started to walk on the earth, they were on an “all American road trip”. They went to <a location>, and had a <a location> weekend together. Not much else is known about their past lives.

<another character> and <the character> later become <another character>'s guardian & swears to protect <his/her/their>."
11936,"Grand Arch Master of the Order of One. 
 
Dupoint Lucroix is the Grand Master trying to keep order while his assistant Alexander seeks to use the evils of mankind to better himself.",,Grand Master Dupoint Lucroix,2,"Grand Arch Master of <an organization>.

<the character> is the Grand Master trying to keep order while the assistant seeks to use the evils of mankind to better <himself/herself/themselves>."
3472,"In Telltale Games' The Walking Dead, there's many main characters and one of them is Kenny. As a kid he was raised by his father, who taught him how to repair broken cars. That knowledge soon extended to boats due to his love of the water and traveling. As an adult, Kenny became a commercial fisherman, hunting for the snapper fish and yellow fin. During a fishing trip, he found a sick octopus and decided to bring it to a veterinarian's office. There he met and fell in love with Katjaa. They got married and later had a son called Kenny Jr, also nicknamed Duck. The family were returning from Memphis, Tennessee after visiting Katjaa's sister when the outbreak started.

Meeting Lee and Clementine along the way, they decided to stick together for a better chance of survival. Kenny acted as a co-leader of Lee's group (but eventually acknowledged Lee as the true leader) but his short temper and failure to think things through often got the better of him. However, Kenny is also shown to be selfless and kind, being willing to give his life to save someone else's. 

Kenny often went sailing to the open sea for months at a time, separated from his family, which he admits to be a fact that he deeply regrets after his son gets bitten by a zombie and his wife commits suicide because of the loss of Duck.

Kenny displays numerous stereotypes of a redneck and suffers from insomnia.","[3097, 1871, 2911]",Kenny,0,"In <The game>, there's many main characters and one of them is <the character>. As a kid <he/she/they> was raised by <his/her/their> father, who taught <him/her/them> how to repair broken cars. That knowledge soon extended to boats due to <his/her/their> love of the water and traveling. As an adult, <the character> became a commercial fisherman, hunting for snapper fish and yellow fin. During a fishing trip, <he/she/they> found a sick octopus and decided to bring it to a veterinarian's office. There <he/she/they> met and fell in love with <a character>. They got married and later had a son called <a character> Jr, also nicknamed <a nickname>. The family were returning from <a location>, after visiting <a character>'s sister when <a past event> started.

Meeting <a character> and <a character> along the way, they decided to stick together for a better chance of survival. <the character> acted as a co-leader of <a character>'s group (but eventually acknowledged <a character> as the true leader) but <his/her/their> short temper and failure to think things through often got the better of <him/her/them>. However, <the character> is also shown to be selfless and kind, being willing to give <his/her/their> life to save someone else's. 

<the character> often went sailing to the open sea for months at a time, separated from <his/her/their> family, which <he/she/they> admits to be a fact that <he/she/they> deeply regrets after <his/her/their> son gets bitten by a zombie and <his/her/their> wife commits suicide because of the loss of <a nickname>.

<the character> displays numerous stereotypes of a redneck and suffers from insomnia."
1043,"Booker DeWitt (Troy Baker), the player protagonist, is a disgraced former agent of the Pinkerton National Detective Agency. As a soldier in the 7th Cavalry Regiment, he had performed brutal acts against native American Indians at the Battle of Wounded Knee to defend his own honor; these acts left him emotionally scarred, leading to excessive drinking and gambling and earned him the title ""White Injun"" due to his tendency to scalp those he killed. He was given an opportunity to be baptised and start anew, but ultimately declined. He was subsequently dismissed for behavior beyond the acceptable bounds of the Agency,[2] but considers his actions with the Pinkertons in quelling labour strikes to be among his many sins. He continues to work as a private investigator from New York City, referring to himself as an ""independent contractor"". Outwardly, he cares little for the extraordinary, provided that it does not interfere with his ability to do his job; internally, he is disturbed by both his role in the events at Wounded Knee and recurring visions of New York City under attack from the air. Booker is skeptical of faith, unwilling to accept the idea that he can be absolved of his sins by embracing religion, as he considers his sins to be so extreme as to demand a penance rather than forgiveness.",[538],Booker DeWitt,0,"<the character>, the player protagonist, is a disgraced former agent of <an organization>. As a soldier in <an organization>, <he> performed brutal acts against native peoples at <a past event> to defend <his> own honor; these acts left <him> emotionally scarred, leading to excessive drinking and gambling and earned <him> the title ""<an artifact>"" due to <his> tendency to scalp those <he> killed. <He> was given an opportunity to be baptized and start anew, but ultimately declined. <He> was subsequently dismissed for behavior beyond the acceptable bounds of <an organization>, but considers <his> actions with <an organization> in quelling labour strikes among <his> many sins. <He> continues to work as a private investigator from <a location>, referring to <himself> as an ""independent contractor"". Outwardly, <he> cares little for the extraordinary, provided that it does not interfere with <his> ability to do <his> job; internally, <he> is disturbed by both <his> role in the events at <a past event> and recurring visions of <a location> under attack from the air. <the character> is skeptical of faith, unwilling to accept the idea that <he> can be absolved of <his> sins by embracing religion, as <he> considers <his> sins so extreme as to demand a penance rather than forgiveness."
3196,"Born in april 9 1967 
lives in a Penthouse in Las Vegas, Nevada. 
Saved the world from alien invasion multiple time, work with the EDF (Earth Defence Force)","[4130, 342]",Duke Nukem,0,"Born on April 9, 1967  
lives in a penthouse in <a location>.  
Saved the world from alien invasions multiple times, works with <an organization>."
11953,Samuel is a minor character in The Curse of Dwight Periwinkle.,,Bouncer Samuel,0,<the character> is a minor character in <The game>.
3475,"Matt is the high school's star linebacker, but he isn't necessarily the sharpest tool in the box. He's hoping for a sports scholarship to a top college, because his GPA isn't going to cut the mustard.

He mostly plays the part of the big friendly giant - but when Matt stays red, it's best to stay out of his way...

Matt is fiercely loyal to his girlfriend Emily... maybe even too loyal. Their relationship could be described as being a little one-way: when Emily says something, Matt does it.","[3097, 7609, 1958]",Matthew Taylor,0,"<the character> is the high school's star linebacker, but <he/she/they> isn't necessarily the sharpest tool in the box. <he/she/they>'s hoping for a sports scholarship to a top college, because <his/her/their> GPA isn't going to cut the mustard.

<he/she/they> mostly plays the part of the big friendly giant - but when <the character> stays red, it's best to stay out of <his/her/their> way...

<the character> is fiercely loyal to <the character>... maybe even too loyal. Their relationship could be described as being a little one-way: when <the character> says something, <the character> does it."
9205,"The Skeleton King is a boss character found in Diablo 3, formerly known as King Leoric. Even though he was born in Kehjistan, Leoric decided to take his family and travel into the lands of Khanduras, where he in the name of the Zakarum, declared himself as the king. At first, the people of Khanduras disliked the idea to have him as a ruler. However, as time passed, they grew to like and respect him, thanks to his purity of heart and deed.

Unknown to Leoric however, his seat of power was the resting place of Diablo. He used the people too free himself from imprisonment, and took Leoric as his host for his evil deeds. Leoric tried to fight against it for a long time, but initially failed as Diablo stripped his soul from all honor and virtue. The people of Khanduras started to see a change in their king and how he became deformed and insane. He soon became cruel, and didn't hesitate to kill anyone or anything who dared to oppose him. Leoric even decided to execute Queen Asylla, his own wife. That's when he got the new nickname: ""The Black King"". 

One day, Leoric's lieutenant, the knight Lachdanan, came back from war, only to find his king mad and crazy, accusing people for kidnapping his son. Lachdanan begged for an explanation, but Leoric simply spat at him, calling him and his men traitors. With sadness in his heart, Lachdanen killed his king and Leoric cursed the knights just before his death.

King Leoric got a proper burial, but Diablo didn't want to give him that peace and raised him from the dead as a powerful undead warlord called the Skeleton King.",,The Skeleton King,0,"<the character> is a boss character found in <The game>, formerly known as <the character>. Even though <he> was born in <a location>, <the character> decided to take <his> family and travel into the lands of <a location>, where <he> in the name of <an organization>, declared <himself> as the king. At first, the people of <a location> disliked the idea to have <him> as a ruler. However, as time passed, they grew to like and respect <him>, thanks to <his> purity of heart and deed.

Unknown to <the character> however, <his> seat of power was the resting place of <it>. <It> used the people too free <itself> from imprisonment, and took <the character> as <its> host for <its> evil deeds. <the character> tried to fight against it for a long time, but initially failed as <it> stripped <his> soul from all honor and virtue. The people of <a location> started to see a change in their king and how <he> became deformed and insane. <He> soon became cruel, and didn't hesitate to kill anyone or anything who dared to oppose <him>. <the character> even decided to execute <the character>, <his> own spouse. That's when <he> got the new nickname: ""The Black King"". 

One day, <the character>'s lieutenant, the knight <the character>, came back from war, only to find <his> king mad and crazy, accusing people for kidnapping <his> son. <the character> begged for an explanation, but <the character> simply spat at <him>, calling <him> and <his> men traitors. With sadness in <his> heart, <the character> killed <his> king and <the character> cursed the knights just before <his> death.

<the character> got a proper burial, but <it> didn't want to give <him> that peace and raised <him> from the dead as a powerful undead warlord called <the character>."
8950,"Rigby is one of the protagonists of Carton Networks' Regular Show, as well as a playable character in the online game Fusion Fall. He's a 23 year old brown raccoon with short, spiky hair and made his debut in the pilot episode, working in the park as a groundskeeper. Rigby received the nickname ""The One Cheek Wonder"", after a friend damaged his butt in a ""fun"" fight. The raccoon had to get surgery that resulted in his behind looking like it only had one butt cheek.

Described as a ""wild adult"", he often becomes frightened, confused, frustrated or sad very easily. He can also be very impulsive, impatient and arrogant at times, his behavior causing him to act more like a child. Rigby cares a lot about his friends and tries to help the best he can.

Rigby is prone to overly dramatic reactions to the simplest things and often tries to skip work and disobey orders. However, as the series progressed, he has become a bit more responsible and thoughtful, tending to complain less and even accomplishing tough tasks.

He's terrified of horror movies.",,Rigby,0,"<the character> is one of the protagonists of <The game>, as well as a playable character in the online game <the game>. <he/she/they>’s a 23 year old brown raccoon with short, spiky hair and made <his/her/their> debut in the pilot episode, working in the park as a groundskeeper. <the character> received the nickname ""The One Cheek Wonder"", after a friend damaged <his/her/their> butt in a ""fun"" fight. The raccoon had to get surgery that resulted in <his/her/their> behind looking like it only had one butt cheek.

Described as a ""wild adult"", <he/she/they> often becomes frightened, confused, frustrated or sad very easily. <he/she/they> can also be very impulsive, impatient and arrogant at times, <his/her/their> behavior causing <him/her/them> to act more like a child. <the character> cares a lot about <his/her/their> friends and tries to help the best <he/she/they> can.

<the character> is prone to overly dramatic reactions to the simplest things and often tries to skip work and disobey orders. However, as the series progressed, <he/she/they> has become a bit more responsible and thoughtful, tending to complain less and even accomplishing tough tasks.

<he/she/they>’s terrified of horror movies."
4479,"Zinyak is an extraterrestrial warlord and the bad guy in Saint's Row IV. He's the leader of the alien race known as the Zin. Sounding very posh, he speaks with an upper class English accent and is a big fan of literature. It was actually the love for books that brought him to Earth. Zinyak often makes references from famous work, such as Macbeth and Edgar Allan Poe. 

During the events of the game, he invades Earth and comes through the ceiling of the White House where he abducts Kinzie Kensington and Shaundi before disappearing. He also defeats the Boss, who is now the President of the United States, and puts him/her into a virtual simulation based on their worst fears. 

Zinyak live streams everything to his planet where all the Zin can watch how he slowly but surely kills the humans and erases mankind. His goal is to take over, not really thinking that anyone on Earth can be strong enough to stop him.",[1981],Zinyak,0,"<the character> is an extraterrestrial warlord and the bad guy in <The game>. <he> is the leader of the alien race known as <an organization>. Sounding very posh, <he> speaks with an upper class English accent and is a big fan of literature. It was actually the love for books that brought <him> to Earth. <the character> often makes references from famous work, such as Macbeth and Edgar Allan Poe.

During the events of the game, <he> invades Earth and comes through the ceiling of <a location> where <he> abducts <the character> and <the character> before disappearing. <he> also defeats the Boss, who is now the President of the United States, and puts <him/her> into a virtual simulation based on <their> worst fears.

<the character> live streams everything to <a location> where all the <an organization> can watch how <he> slowly but surely kills the humans and erases mankind. <his> goal is to take over, not really thinking that anyone on Earth can be strong enough to stop <him>."
2052,"As The Tower's evil has grown, so has his stature. He is trapped inside armor that will not grow with him, and his agony is exquisite. He was once a Númenórean and as he can recall, he either built a tower, or was locked inside one. 
 
His appearance is horrific. To stand near him is to feel the revulsion he feels for himself. Even his fellow Captains despise The Tower, although they have come to rely on his great corrupting evil. His propensity for slaughter is unmatched. He makes his victims feel his pain, and he revels in it.",[3025],The Tower,0,"As <the character>'s evil has grown, so has <his> stature. <He> is trapped inside armor that will not grow with <him>, and <his> agony is exquisite. <He> was once a <an organization> and as <he> can recall, <he> either built a tower, or was locked inside one.

<His> appearance is horrific. To stand near <him> is to feel the revulsion <he> feels for <himself>. Even <his> fellow Captains despise <the character>, although they have come to rely on <his> great corrupting evil. <His> propensity for slaughter is unmatched. <He> makes <his> victims feel <his> pain, and <he> revels in it."
7209,Peach Wilkins is a resident of Neptune's Bounty and seems to be one of the leaders of Frank Fontaine's smuggler group.,[20],Peach Wilkins,0,<the character> is a resident of <a location> and seems to be one of the leaders of <an organization>.
5096,"Jam Kuradoberi is a character in the Guilty Gear series. She is of Chinese descent, and is one of the few characters in the game who fights bare-fisted, supplemented with Ki force. 
 
Jam stands 5'4"" tall, with long brown hair worn in a waist-length loop and secured at the top of her head with a ""Pokka"" Oolog tea can. She has brown eyes, fair skin, and a very athletic physique. 
 
Jam's costume is a tight-fitting Chinese-styled dress of red silk and black trim. It has no sleeves and falls to about the top of her thighs and is cut high over the hip. Under this she wears a second skirt, which is white with red trim and about the same length as the red dress (but it covers her hips, which the red dress doesn't). On her arms she wears wide ""sleeves"" made from red silk with black trim. These sleeves are held on by straps at her upper bicep. On her feet Jam wears high-heeled red boots with black trim. 
 
Jam is a woman who often jumps to conclusions and is quick to make decisions, while taking the consideration of others into account. In Guilty Gear XX, she immediately got into fights with the other characters, suspecting them as the arsonists who burnt her restaurant down. Jam also takes great pride in her Chinese heritage and skill in both fighting and cooking, often using food as a reference. Overall, she is a very energetic person who is sometimes a little silly, but still tries to establish friendships.",[9141],Jam Kuradoberi,1,"<the character> is a character in <The game>. <she> is of Chinese descent, and is one of the few characters in the game who fights bare-fisted, supplemented with Ki force. 

<the character> stands 5'4"" tall, with long brown hair worn in a waist-length loop and secured at the top of <her> head with a ""Pokka"" Oolog tea can. <she> has brown eyes, fair skin, and a very athletic physique. 

<the character>'s costume is a tight-fitting Chinese-styled dress of red silk and black trim. It has no sleeves and falls to about the top of <her> thighs and is cut high over the hip. Under this <she> wears a second skirt, which is white with red trim and about the same length as the red dress (but it covers <her> hips, which the red dress doesn't). On <her> arms <she> wears wide ""sleeves"" made from red silk with black trim. These sleeves are held on by straps at <her> upper bicep. On <her> feet <the character> wears high-heeled red boots with black trim. 

<the character> is a <woman> who often jumps to conclusions and is quick to make decisions, while taking the consideration of others into account. In <The game>, <she> immediately got into fights with the other characters, suspecting them as the arsonists who burnt <her> restaurant down. <the character> also takes great pride in <her> Chinese heritage and skill in both fighting and cooking, often using food as a reference. Overall, <she> is a very energetic person who is sometimes a little silly, but still tries to establish friendships."
4991,"Daxter is a central character in the ""Jak and Daxter"" video game series. Originally a human, Daxter is transformed into an ottsel, a fictional hybrid of an otter and a weasel, after falling into a pool of Dark Eco. Known for his witty and outspoken personality, Daxter serves as Jak's loyal sidekick and best friend. Despite his small stature, he is resourceful, brave, and provides comic relief throughout their adventures. Daxter's unique transformation and humorous nature make him a memorable and indispensable part of the duo.","[1528, 1529]",Daxter,0,"<the character> is a central character in <the game> video game series. Originally a human, <the character> is transformed into an ottsel, a fictional hybrid of an otter and a weasel, after falling into a pool of <an artifact>. Known for <he/she/they> witty and outspoken personality, <the character> serves as the protagonist’s loyal sidekick and best friend. Despite <his/her/their> small stature, <he/she/they> is resourceful, brave, and provides comic relief throughout their adventures. <the character>’s unique transformation and humorous nature make <him/her/them> a memorable and indispensable part of the duo."
218,"Tommy, an Italian-American, is portrayed with a tall, swarthy, handsome appearance, combed dark brown, almost black hair, and a constant five o'clock shadow. He first appears wearing a light blue-green Hawaiian shirt with dark blue palm trees printed on it, a gold pearl necklace around his neck, a gold watch around his left wrist, and a pair of blue jeans and white sneakers. This outfit becomes known as Tommy’s ""street"" clothes. As the game progresses, Tommy is offered more wardrobe options: he obtains a blue-purple pastel suit with the sleeves rolled up over a black dress shirt and black loafers, as well as the option of a dark pinstripe suit labeled as ""Mr. Vercetti"" (which bears similarities to Tony Montana's uniform). A light green costume is available to perform a bank robbery, complete with a hockey mask, and is even able to wear the uniform for an allied gang, among many others.

Tommy Vercetti, in several ways, exhibits characteristics of fictional drug lord Tony Montana from the 1983 film Scarface. This coincides with the heavy themes and appearance of the movie that has been implemented into Vice City. Among these characteristics, his exile from his old home (Liberty City), his rise to power (acquiring property and wealth in the city, and a mansion which also sports an interior similar to that of Montana’s mansion). Tommy is also a hired assassin, has killed his own collaborators (Lance Vance), taken over his temporary boss’s business (Ricardo Diaz) and rebelled against his former leader (Sonny Forelli), as Tony Montana had. The only notable difference is that the final gunfight in Montana's mansion sees Montana eventually killed, whereas the final gunfight in Tommy's mansion sees Tommy managing to single-handedly take down his captors and survive.",[733],Tommy Vercetti,0,"<the character>, an Italian-American, is portrayed with a tall, swarthy, handsome appearance, combed dark brown, almost black hair, and a constant five o’clock shadow. <he> first appears wearing a light blue‑green Hawaiian shirt with dark blue palm trees printed on it, a gold pearl necklace around <his> neck, a gold watch around <his> left wrist, and a pair of blue jeans and white sneakers. This outfit becomes known as <the character>’s “street” clothes. As the game progresses, <the character> is offered more wardrobe options: <he> obtains a blue‑purple pastel suit with the sleeves rolled up over a black dress shirt and black loafers, as well as the option of a dark pinstripe suit labeled as “<a label>” (which bears similarities to <a character>’s uniform). A light green costume is available to perform a bank robbery, complete with a hockey mask, and is even able to wear the uniform for an allied gang, among many others.

<the character>, in several ways, exhibits characteristics of fictional drug lord <a character> from the 1983 film <a past event>. This coincides with the heavy themes and appearance of the movie that has been implemented into <a location>. Among these characteristics, <his> exile from <a location>, <his> rise to power (acquiring property and wealth in the city, and a mansion which also sports an interior similar to that of <a character>’s mansion). <the character> is also a hired assassin, has killed <an individual>, taken over <an individual>’s business and rebelled against <an individual>, as <a character> had. The only notable difference is that the final gunfight in <a character>’s mansion sees <a character> eventually killed, whereas the final gunfight in <the character>’s mansion sees <the character> managing to single‑handedly take down <his> captors and survive."
5497,"Rintarou Okabe (岡部 倫太郁) is a self-proclaimed mad scientist and the main protagonist of Steins;Gate. He is a student of Tokyo Electronics University and the founder of Future Gadget Laboratory, a small research laboratory devoted into creation of future gadgets for the betterment of mankind. He also likes to pose as an agent working against a certain ""Organization"" which he thinks is always after him, as he believes this kind of image gives him a cool and mysterious aura. He is one of the (accidental) inventors of the Future Gadget #8, Phone Microwave, which has the ability to send data back in time.","[7194, 56057]",Rintaro Okabe,0,"<the character> is a self-proclaimed mad scientist and the main protagonist of <The game>. <he/she/they> is a student of <a location> and the founder of <an organization>, a small research laboratory devoted to the creation of future gadgets for the betterment of mankind. <he/she/they> also likes to pose as an agent working against <an organization> which <he/she/they> thinks is always after <him/her/them>, as <he/she/they> believes this kind of image gives <him/her/them> a cool and mysterious aura. <he/she/they> is one of the (accidental) inventors of <an artifact>, which has the ability to send data back in time."
6969,"Ursula is a 32 year old female Newman and a supporting character in Phantasy Star II &amp; Phantasy Star Portable 2. Newmans are a race evolved from humans in the universe. They were created for research purposes, but eventually became a race of their own. She is a brilliant and sharp woman with many talents. She spent many years in the Alliance Military Force, where she met Kraz Muehler. They fell in love and decided to marry each other.

After being an instructor of AMF, she became a leader of Little Wing and her beauty mixed with her talents sent out a message of respect and dignity. Ursula however, often hides her feelings, leaving her with many regrets about her past. She's often sad about a lot of choices and thinks about them a lot. 

Ursula is also a fashion designer.","[3932, 1219, 1221]",Ursula,1,"<the character> is a 32 year old <woman> <an organization> and a supporting character in <The game>. <an organization> are a race evolved from humans in the universe. <they> were created for research purposes, but eventually became a race of <their> own. <she> is a brilliant and sharp <woman> with many talents. <she> spent many years in <an organization>, where <she> met <a character>. <they> fell in love and decided to marry each other.

After being an instructor of <an organization>, <she> became a leader of <an organization> and <her> beauty mixed with <her> talents sent out a message of respect and dignity. <the character> however, often hides <her> feelings, leaving <her> with many regrets about <her> past. <she> is often sad about a lot of choices and thinks about them a lot.

<the character> is also a fashion designer."
9219,"Sejuani is a playable character in League of Legends. As a child, the leader of the Winter's Claw watched her tribe die, one after one. She was the only one of her siblings that survived to become ten years old. Yet she feared for her life, sure that she would be the next to die. Becoming desperate, she sought spiritual counsel from the tribe's mystic. She told Sejuani that she one day would conquer and unite the tribes of the Freljord. However, the mystic left out the event of her death.

Now, when she had absolute faith in her destiny, Sejuani pushed herself to extremes and got hardened that way. She turned pain into power and hunger into an encouragement. She walked into blizzards without food or furs, challenged the strongest warriors, one after another until she became the leader. The tribe then grew stronger, even though she learned that being cold and unforgiving was the only way. 

A peace offering from Ashe's tribe insulted Sejuani greatly. Ashe told her that if they united the clans, the Winter's Claw would never go hungry again. Sejuani just simply hated the idea of getting that luxury, and started to despise Ashe's tribe. After telling her people that charity would bring only weakness, she burned the given supplies and sent the tribe back with one message:  the Winter's Claw would prove to the Avarosan that only the strong deserve to survive in the Freljord. After that event, Sejuani rode out with her warriors to inflict many painful lessons to others.",,Sejuani,1,"<the character> is a playable character in <The game>. As a child, the leader of <an organization> watched <her> tribe die, one after one. <she> was the only one of <her> siblings that survived to become ten years old. Yet <she> feared for <her> life, sure that <she> would be the next to die. Becoming desperate, <she> sought spiritual counsel from the tribe's mystic. The mystic told <the character> that one day <she> would conquer and unite the tribes of <a location>. However, the mystic left out the event of <her> death.

Now, when <she> had absolute faith in <her> destiny, <the character> pushed <herself> to extremes and got hardened that way. <she> turned pain into power and hunger into encouragement. <she> walked into blizzards without food or furs, challenged the strongest warriors, one after another until <she> became the leader. The tribe then grew stronger, even though <she> learned that being cold and unforgiving was the only way.

A peace offering from <a character>'s tribe insulted <the character> greatly. <a character> told <her> that if they united the clans, <an organization> would never go hungry again. <the character> simply hated the idea of getting that luxury, and started to despise <a character>'s tribe. After telling <her> people that charity would bring only weakness, <she> burned the given supplies and sent the tribe back with one message: <an organization> would prove to <an organization> that only the strong deserve to survive in <a location>. After that event, <the character> rode out with <her> warriors to inflict many painful lessons to others."
5498,"Kurisu Makise is a genius girl who graduated from university at the age of seventeen. She is a research member in Victor Qondria University's Brain Research Program and her research on the brain's memory retention system has earned critical acclaim in the scientific community. She later joins the Future Gadget Lab as Member 004 after a series of encounters with Rintaro Okabe, where she helps to create the Time Leap Machine, a microwave oven capable of sending memories 48 hours back in time. She has a myriad of nicknames, most of which are invented by Rintaro, much to her dismay.","[7194, 56057]",Kurisu Makise,1,"<the character> is a genius girl who graduated from university at the age of seventeen. <she> is a research member in <an organization>'s <an organization> and <her> research on the brain's memory retention system has earned critical acclaim in the scientific community. <she> later joins <an organization> as <a member> after a series of encounters with <another character>, where <she> helps to create <an artifact>, a microwave oven capable of sending memories 48 hours back in time. <she> has a myriad of nicknames, most of which are invented by <another character>, much to <her> dismay."
